economy,Country name,Indicator name,UNIT_MEASURE,UNIT_TYPE,Year,Value
NZL,New Zealand,"School age population, primary education, both sexes (number)",,,2010,351900.0
NZL,New Zealand,"School age population, upper secondary education, both sexes (number)",,,2010,188060.0
OMN,Oman,"School age population, tertiary education, male (number)",,,2010,152248.0
PRT,Portugal,"School age population, lower secondary education, both sexes (number)",,,2010,330418.0
SOM,Somalia,"School age population, last grade of primary education, female (number)",,,2010,158766.0
ZAF,South Africa,"School age population, upper secondary education, both sexes (number)",,,2010,3369067.0
GUM,Guam,"Repeaters in Grade 5 of lower secondary general education, female (number)",SHARE,NUMBER,2011,0.0
MOZ,Mozambique,"Repeaters in Grade 5 of lower secondary general education, female (number)",SHARE,NUMBER,2011,0.0
NZL,New Zealand,"Repeaters in Grade 5 of lower secondary general education, female (number)",SHARE,NUMBER,2011,0.0
WSM,Samoa,"Repeaters in Grade 5 of lower secondary general education, female (number)",SHARE,NUMBER,2011,0.0
BOL,Bolivia,"Repeaters in grade unknown of lower secondary general education, both sexes (number)",SHARE,NUMBER,2011,0.0
CRI,Costa Rica,"Repeaters in grade unknown of lower secondary general education, both sexes (number)",SHARE,NUMBER,2011,0.0
GUY,Guyana,"Repeaters in grade unknown of lower secondary general education, both sexes (number)",SHARE,NUMBER,2011,0.0
MLI,Mali,"Repeaters in grade unknown of lower secondary general education, both sexes (number)",SHARE,NUMBER,2011,0.0
ARG,Argentina,"Population of compulsory school age, both sexes (number)",SHARE,NUMBER,2011,9122286.0
DZA,Algeria,"Population of compulsory school age, both sexes (number)",SHARE,NUMBER,2011,6042406.0
HTI,Haiti,"Population of compulsory school age, both sexes (number)",SHARE,NUMBER,2011,1396877.0
LIE,Liechtenstein,"Population of compulsory school age, both sexes (number)",SHARE,NUMBER,2011,3553.0
LVA,Latvia,"Population of compulsory school age, both sexes (number)",SHARE,NUMBER,2011,206571.0
MAR,Morocco,"Population of compulsory school age, both sexes (number)",SHARE,NUMBER,2011,5525036.0
BGR,Bulgaria,"School life expectancy, primary, female (years)",SHARE,NUMBER,2011,4.033830165863037
GRC,Greece,"School life expectancy, primary, female (years)",SHARE,NUMBER,2011,5.953030109405518
MDG,Madagascar,"School life expectancy, primary, female (years)",SHARE,NUMBER,2011,7.188290119171143
BTN,Bhutan,"School age population, secondary education, female (number)",,,2011,44019.0
BTN,Bhutan,"School age population, tertiary education, male (number)",,,2011,42906.0
BIH,Bosnia and Herzegovina,"School age population, secondary education, female (number)",,,2011,182685.0
BWA,Botswana,"School age population, upper secondary education, both sexes (number)",,,2011,90967.0
CMR,Cameroon,"School age population, last grade of primary education, female (number)",,,2011,254184.0
CAF,Central African Republic,"School age population, primary education, both sexes (number)",,,2011,814674.0
CHN,China,"School age population, lower secondary education, both sexes (number)",,,2011,49904504.0
DMA,Dominica,"School age population, tertiary education, male (number)",,,2011,3109.0
EGY,"Egypt, Arab Rep","School age population, secondary education, female (number)",,,2011,5113066.0
FIN,Finland,"School age population, secondary education, female (number)",,,2011,189795.0
DEU,Germany,"School age population, lower secondary education, both sexes (number)",,,2011,4718962.0
GIN,Guinea,"School age population, last grade of primary education, female (number)",,,2011,132980.0
GNB,Guinea-Bissau,"School age population, last grade of primary education, female (number)",,,2011,19942.0
LBY,Libya,"School age population, secondary education, female (number)",,,2011,349275.0
LTU,Lithuania,"School age population, primary education, both sexes (number)",,,2011,114152.0
MDA,Moldova,"School age population, upper secondary education, both sexes (number)",,,2011,110546.0
NZL,New Zealand,"School age population, primary education, both sexes (number)",,,2011,350600.0
NZL,New Zealand,"School age population, upper secondary education, both sexes (number)",,,2011,187230.0
OMN,Oman,"School age population, tertiary education, male (number)",,,2011,153815.0
PRT,Portugal,"School age population, lower secondary education, both sexes (number)",,,2011,332548.0
SOM,Somalia,"School age population, last grade of primary education, female (number)",,,2011,162765.0
ZAF,South Africa,"School age population, upper secondary education, both sexes (number)",,,2011,3299155.0
GUM,Guam,"Repeaters in Grade 5 of lower secondary general education, female (number)",SHARE,NUMBER,2012,0.0
MOZ,Mozambique,"Repeaters in Grade 5 of lower secondary general education, female (number)",SHARE,NUMBER,2012,0.0
NZL,New Zealand,"Repeaters in Grade 5 of lower secondary general education, female (number)",SHARE,NUMBER,2012,0.0
WSM,Samoa,"Repeaters in Grade 5 of lower secondary general education, female (number)",SHARE,NUMBER,2012,0.0
BOL,Bolivia,"Repeaters in grade unknown of lower secondary general education, both sexes (number)",SHARE,NUMBER,2012,0.0
CRI,Costa Rica,"Repeaters in grade unknown of lower secondary general education, both sexes (number)",SHARE,NUMBER,2012,0.0
GUY,Guyana,"Repeaters in grade unknown of lower secondary general education, both sexes (number)",SHARE,NUMBER,2012,0.0
MLI,Mali,"Repeaters in grade unknown of lower secondary general education, both sexes (number)",SHARE,NUMBER,2012,0.0
ARG,Argentina,"Population of compulsory school age, both sexes (number)",SHARE,NUMBER,2012,9114598.0
DZA,Algeria,"Population of compulsory school age, both sexes (number)",SHARE,NUMBER,2012,6050533.0
HTI,Haiti,"Population of compulsory school age, both sexes (number)",SHARE,NUMBER,2012,1401963.0
LIE,Liechtenstein,"Population of compulsory school age, both sexes (number)",SHARE,NUMBER,2012,3544.0
LVA,Latvia,"Population of compulsory school age, both sexes (number)",SHARE,NUMBER,2012,205931.0
MAR,Morocco,"Population of compulsory school age, both sexes (number)",SHARE,NUMBER,2012,5521378.0
BGR,Bulgaria,"School life expectancy, primary, female (years)",SHARE,NUMBER,2012,3.992419958114624
GRC,Greece,"School life expectancy, primary, female (years)",SHARE,NUMBER,2012,5.9510498046875
MDG,Madagascar,"School life expectancy, primary, female (years)",SHARE,NUMBER,2012,7.204969882965088
BTN,Bhutan,"School age population, secondary education, female (number)",,,2012,42983.0
BTN,Bhutan,"School age population, tertiary education, male (number)",,,2012,43821.0
BIH,Bosnia and Herzegovina,"School age population, secondary education, female (number)",,,2012,179522.0
BWA,Botswana,"School age population, upper secondary education, both sexes (number)",,,2012,90102.0
CMR,Cameroon,"School age population, last grade of primary education, female (number)",,,2012,260284.0
CAF,Central African Republic,"School age population, primary education, both sexes (number)",,,2012,831641.0
CHN,China,"School age population, lower secondary education, both sexes (number)",,,2012,48700460.0
DMA,Dominica,"School age population, tertiary education, male (number)",,,2012,3169.0
EGY,"Egypt, Arab Rep","School age population, secondary education, female (number)",,,2012,5157311.0
FIN,Finland,"School age population, secondary education, female (number)",,,2012,185333.0
DEU,Germany,"School age population, lower secondary education, both sexes (number)",,,2012,4691001.0
GIN,Guinea,"School age population, last grade of primary education, female (number)",,,2012,135882.0
GNB,Guinea-Bissau,"School age population, last grade of primary education, female (number)",,,2012,20494.0
LBY,Libya,"School age population, secondary education, female (number)",,,2012,315080.0
LTU,Lithuania,"School age population, primary education, both sexes (number)",,,2012,109361.0
MDA,Moldova,"School age population, upper secondary education, both sexes (number)",,,2012,103161.0
NZL,New Zealand,"School age population, primary education, both sexes (number)",,,2012,351520.0
NZL,New Zealand,"School age population, upper secondary education, both sexes (number)",,,2012,186680.0
OMN,Oman,"School age population, tertiary education, male (number)",,,2012,161636.0
PRT,Portugal,"School age population, lower secondary education, both sexes (number)",,,2012,335977.0
SOM,Somalia,"School age population, last grade of primary education, female (number)",,,2012,163627.0
ZAF,South Africa,"School age population, upper secondary education, both sexes (number)",,,2012,3248224.0
MOZ,Mozambique,"Repeaters in Grade 5 of lower secondary general education, female (number)",SHARE,NUMBER,2013,0.0
NZL,New Zealand,"Repeaters in Grade 5 of lower secondary general education, female (number)",SHARE,NUMBER,2013,0.0
WSM,Samoa,"Repeaters in Grade 5 of lower secondary general education, female (number)",SHARE,NUMBER,2013,0.0
BOL,Bolivia,"Repeaters in grade unknown of lower secondary general education, both sexes (number)",SHARE,NUMBER,2013,0.0
CRI,Costa Rica,"Repeaters in grade unknown of lower secondary general education, both sexes (number)",SHARE,NUMBER,2013,0.0
MLI,Mali,"Repeaters in grade unknown of lower secondary general education, both sexes (number)",SHARE,NUMBER,2013,0.0
ARG,Argentina,"Population of compulsory school age, both sexes (number)",SHARE,NUMBER,2013,9102425.0
DZA,Algeria,"Population of compulsory school age, both sexes (number)",SHARE,NUMBER,2013,6115513.0
HTI,Haiti,"Population of compulsory school age, both sexes (number)",SHARE,NUMBER,2013,1404865.0
LIE,Liechtenstein,"Population of compulsory school age, both sexes (number)",SHARE,NUMBER,2013,3476.0
LVA,Latvia,"Population of compulsory school age, both sexes (number)",SHARE,NUMBER,2013,208245.0
MAR,Morocco,"Population of compulsory school age, both sexes (number)",SHARE,NUMBER,2013,5523911.0
BGR,Bulgaria,"School life expectancy, primary, female (years)",SHARE,NUMBER,2013,3.957779884338379
GRC,Greece,"School life expectancy, primary, female (years)",SHARE,NUMBER,2013,5.936490058898926
MDG,Madagascar,"School life expectancy, primary, female (years)",SHARE,NUMBER,2013,7.194829940795898
BTN,Bhutan,"School age population, secondary education, female (number)",,,2013,42184.0
BTN,Bhutan,"School age population, tertiary education, male (number)",,,2013,44506.0
BIH,Bosnia and Herzegovina,"School age population, secondary education, female (number)",,,2013,178879.0
BWA,Botswana,"School age population, upper secondary education, both sexes (number)",,,2013,88251.0
CMR,Cameroon,"School age population, last grade of primary education, female (number)",,,2013,266765.0
CAF,Central African Republic,"School age population, primary education, both sexes (number)",,,2013,848707.0
CHN,China,"School age population, lower secondary education, both sexes (number)",,,2013,48751276.0
DMA,Dominica,"School age population, tertiary education, male (number)",,,2013,3207.0
EGY,"Egypt, Arab Rep","School age population, secondary education, female (number)",,,2013,5206760.0
FIN,Finland,"School age population, secondary education, female (number)",,,2013,182083.0
DEU,Germany,"School age population, lower secondary education, both sexes (number)",,,2013,4627433.0
GIN,Guinea,"School age population, last grade of primary education, female (number)",,,2013,138250.0
GNB,Guinea-Bissau,"School age population, last grade of primary education, female (number)",,,2013,21003.0
LBY,Libya,"School age population, secondary education, female (number)",,,2013,323309.0
LTU,Lithuania,"School age population, primary education, both sexes (number)",,,2013,107148.0
MDA,Moldova,"School age population, upper secondary education, both sexes (number)",,,2013,96186.0
NZL,New Zealand,"School age population, primary education, both sexes (number)",,,2013,357300.0
NZL,New Zealand,"School age population, upper secondary education, both sexes (number)",,,2013,186420.0
OMN,Oman,"School age population, tertiary education, male (number)",,,2013,163264.0
PRT,Portugal,"School age population, lower secondary education, both sexes (number)",,,2013,341195.0
SOM,Somalia,"School age population, last grade of primary education, female (number)",,,2013,168169.0
ZAF,South Africa,"School age population, upper secondary education, both sexes (number)",,,2013,3177439.0
MOZ,Mozambique,"Repeaters in Grade 5 of lower secondary general education, female (number)",SHARE,NUMBER,2014,0.0
NZL,New Zealand,"Repeaters in Grade 5 of lower secondary general education, female (number)",SHARE,NUMBER,2014,0.0
WSM,Samoa,"Repeaters in Grade 5 of lower secondary general education, female (number)",SHARE,NUMBER,2014,0.0
BOL,Bolivia,"Repeaters in grade unknown of lower secondary general education, both sexes (number)",SHARE,NUMBER,2014,0.0
CRI,Costa Rica,"Repeaters in grade unknown of lower secondary general education, both sexes (number)",SHARE,NUMBER,2014,0.0
MLI,Mali,"Repeaters in grade unknown of lower secondary general education, both sexes (number)",SHARE,NUMBER,2014,0.0
ARG,Argentina,"Population of compulsory school age, both sexes (number)",SHARE,NUMBER,2014,9095208.0
DZA,Algeria,"Population of compulsory school age, both sexes (number)",SHARE,NUMBER,2014,6240259.0
HTI,Haiti,"Population of compulsory school age, both sexes (number)",SHARE,NUMBER,2014,1409660.0
LIE,Liechtenstein,"Population of compulsory school age, both sexes (number)",SHARE,NUMBER,2014,3443.0
LVA,Latvia,"Population of compulsory school age, both sexes (number)",SHARE,NUMBER,2014,211896.0
MAR,Morocco,"Population of compulsory school age, both sexes (number)",SHARE,NUMBER,2014,5539113.0
BGR,Bulgaria,"School life expectancy, primary, female (years)",SHARE,NUMBER,2014,3.963249921798706
GRC,Greece,"School life expectancy, primary, female (years)",SHARE,NUMBER,2014,5.886380195617676
MDG,Madagascar,"School life expectancy, primary, female (years)",SHARE,NUMBER,2014,7.243030071258545
BTN,Bhutan,"School age population, secondary education, female (number)",,,2014,41706.0
BTN,Bhutan,"School age population, tertiary education, male (number)",,,2014,44763.0
BIH,Bosnia and Herzegovina,"School age population, secondary education, female (number)",,,2014,172578.0
BWA,Botswana,"School age population, upper secondary education, both sexes (number)",,,2014,86962.0
CMR,Cameroon,"School age population, last grade of primary education, female (number)",,,2014,276530.0
CAF,Central African Republic,"School age population, primary education, both sexes (number)",,,2014,866625.0
CHN,China,"School age population, lower secondary education, both sexes (number)",,,2014,48402728.0
DMA,Dominica,"School age population, tertiary education, male (number)",,,2014,3090.0
EGY,"Egypt, Arab Rep","School age population, secondary education, female (number)",,,2014,5278648.0
FIN,Finland,"School age population, secondary education, female (number)",,,2014,178122.0
DEU,Germany,"School age population, lower secondary education, both sexes (number)",,,2014,4541987.0
GIN,Guinea,"School age population, last grade of primary education, female (number)",,,2014,139921.0
GNB,Guinea-Bissau,"School age population, last grade of primary education, female (number)",,,2014,21798.0
LBY,Libya,"School age population, secondary education, female (number)",,,2014,331977.0
LTU,Lithuania,"School age population, primary education, both sexes (number)",,,2014,106438.0
MDA,Moldova,"School age population, upper secondary education, both sexes (number)",,,2014,75691.0
NZL,New Zealand,"School age population, primary education, both sexes (number)",,,2014,365130.0
NZL,New Zealand,"School age population, upper secondary education, both sexes (number)",,,2014,185310.0
OMN,Oman,"School age population, tertiary education, male (number)",,,2014,155551.0
PRT,Portugal,"School age population, lower secondary education, both sexes (number)",,,2014,337383.0
SOM,Somalia,"School age population, last grade of primary education, female (number)",,,2014,174392.0
ZAF,South Africa,"School age population, upper secondary education, both sexes (number)",,,2014,3063477.0
MOZ,Mozambique,"Repeaters in Grade 5 of lower secondary general education, female (number)",SHARE,NUMBER,2015,0.0
NZL,New Zealand,"Repeaters in Grade 5 of lower secondary general education, female (number)",SHARE,NUMBER,2015,0.0
WSM,Samoa,"Repeaters in Grade 5 of lower secondary general education, female (number)",SHARE,NUMBER,2015,0.0
BOL,Bolivia,"Repeaters in grade unknown of lower secondary general education, both sexes (number)",SHARE,NUMBER,2015,0.0
CRI,Costa Rica,"Repeaters in grade unknown of lower secondary general education, both sexes (number)",SHARE,NUMBER,2015,0.0
GUY,Guyana,"Repeaters in grade unknown of lower secondary general education, both sexes (number)",SHARE,NUMBER,2015,0.0
MLI,Mali,"Repeaters in grade unknown of lower secondary general education, both sexes (number)",SHARE,NUMBER,2015,0.0
ARG,Argentina,"Population of compulsory school age, both sexes (number)",SHARE,NUMBER,2015,9829367.0
DZA,Algeria,"Population of compulsory school age, both sexes (number)",SHARE,NUMBER,2015,6452235.0
HTI,Haiti,"Population of compulsory school age, both sexes (number)",SHARE,NUMBER,2015,1415776.0
LIE,Liechtenstein,"Population of compulsory school age, both sexes (number)",SHARE,NUMBER,2015,3414.0
LVA,Latvia,"Population of compulsory school age, both sexes (number)",SHARE,NUMBER,2015,214828.0
MAR,Morocco,"Population of compulsory school age, both sexes (number)",SHARE,NUMBER,2015,5571490.0
BGR,Bulgaria,"School life expectancy, primary, female (years)",SHARE,NUMBER,2015,3.928750038146973
GRC,Greece,"School life expectancy, primary, female (years)",SHARE,NUMBER,2015,5.969810009002686
MDG,Madagascar,"School life expectancy, primary, female (years)",SHARE,NUMBER,2015,7.335030078887939
BTN,Bhutan,"School age population, secondary education, female (number)",,,2015,41538.0
BTN,Bhutan,"School age population, tertiary education, male (number)",,,2015,44538.0
BIH,Bosnia and Herzegovina,"School age population, secondary education, female (number)",,,2015,164296.0
BWA,Botswana,"School age population, upper secondary education, both sexes (number)",,,2015,87244.0
CMR,Cameroon,"School age population, last grade of primary education, female (number)",,,2015,287324.0
CAF,Central African Republic,"School age population, primary education, both sexes (number)",,,2015,884717.0
CHN,China,"School age population, lower secondary education, both sexes (number)",,,2015,48184352.0
DMA,Dominica,"School age population, tertiary education, male (number)",,,2015,3227.0
EGY,"Egypt, Arab Rep","School age population, secondary education, female (number)",,,2015,5350755.0
FIN,Finland,"School age population, secondary education, female (number)",,,2015,175112.0
DEU,Germany,"School age population, lower secondary education, both sexes (number)",,,2015,4495495.0
GIN,Guinea,"School age population, last grade of primary education, female (number)",,,2015,141208.0
GNB,Guinea-Bissau,"School age population, last grade of primary education, female (number)",,,2015,22435.0
LBY,Libya,"School age population, secondary education, female (number)",,,2015,339377.0
LTU,Lithuania,"School age population, primary education, both sexes (number)",,,2015,105827.0
MDA,Moldova,"School age population, upper secondary education, both sexes (number)",,,2015,68659.0
NZL,New Zealand,"School age population, primary education, both sexes (number)",,,2015,373770.0
NZL,New Zealand,"School age population, upper secondary education, both sexes (number)",,,2015,187030.0
OMN,Oman,"School age population, tertiary education, male (number)",,,2015,153166.0
PRT,Portugal,"School age population, lower secondary education, both sexes (number)",,,2015,330817.0
SOM,Somalia,"School age population, last grade of primary education, female (number)",,,2015,179865.0
ZAF,South Africa,"School age population, upper secondary education, both sexes (number)",,,2015,2952338.0
MOZ,Mozambique,"Repeaters in Grade 5 of lower secondary general education, female (number)",SHARE,NUMBER,2016,0.0
NZL,New Zealand,"Repeaters in Grade 5 of lower secondary general education, female (number)",SHARE,NUMBER,2016,0.0
WSM,Samoa,"Repeaters in Grade 5 of lower secondary general education, female (number)",SHARE,NUMBER,2016,0.0
BOL,Bolivia,"Repeaters in grade unknown of lower secondary general education, both sexes (number)",SHARE,NUMBER,2016,0.0
CRI,Costa Rica,"Repeaters in grade unknown of lower secondary general education, both sexes (number)",SHARE,NUMBER,2016,0.0
GUY,Guyana,"Repeaters in grade unknown of lower secondary general education, both sexes (number)",SHARE,NUMBER,2016,0.0
MLI,Mali,"Repeaters in grade unknown of lower secondary general education, both sexes (number)",SHARE,NUMBER,2016,0.0
ARG,Argentina,"Population of compulsory school age, both sexes (number)",SHARE,NUMBER,2016,9860755.0
DZA,Algeria,"Population of compulsory school age, both sexes (number)",SHARE,NUMBER,2016,6702429.0
HTI,Haiti,"Population of compulsory school age, both sexes (number)",SHARE,NUMBER,2016,1422553.0
LIE,Liechtenstein,"Population of compulsory school age, both sexes (number)",SHARE,NUMBER,2016,3436.0
LVA,Latvia,"Population of compulsory school age, both sexes (number)",SHARE,NUMBER,2016,214938.0
MAR,Morocco,"Population of compulsory school age, both sexes (number)",SHARE,NUMBER,2016,5615988.0
BGR,Bulgaria,"School life expectancy, primary, female (years)",SHARE,NUMBER,2016,3.854010105133057
GRC,Greece,"School life expectancy, primary, female (years)",SHARE,NUMBER,2016,5.930170059204102
MDG,Madagascar,"School life expectancy, primary, female (years)",SHARE,NUMBER,2016,7.144629955291748
BTN,Bhutan,"School age population, secondary education, female (number)",,,2016,41752.0
BTN,Bhutan,"School age population, tertiary education, male (number)",,,2016,43822.0
BIH,Bosnia and Herzegovina,"School age population, secondary education, female (number)",,,2016,155674.0
BWA,Botswana,"School age population, upper secondary education, both sexes (number)",,,2016,88628.0
CMR,Cameroon,"School age population, last grade of primary education, female (number)",,,2016,297339.0
CAF,Central African Republic,"School age population, primary education, both sexes (number)",,,2016,905690.0
CHN,China,"School age population, lower secondary education, both sexes (number)",,,2016,47192012.0
DMA,Dominica,"School age population, tertiary education, male (number)",,,2016,3067.0
EGY,"Egypt, Arab Rep","School age population, secondary education, female (number)",,,2016,5428075.0
FIN,Finland,"School age population, secondary education, female (number)",,,2016,173103.0
DEU,Germany,"School age population, lower secondary education, both sexes (number)",,,2016,4497881.0
GIN,Guinea,"School age population, last grade of primary education, female (number)",,,2016,143953.0
GNB,Guinea-Bissau,"School age population, last grade of primary education, female (number)",,,2016,22998.0
LBY,Libya,"School age population, secondary education, female (number)",,,2016,346705.0
LTU,Lithuania,"School age population, primary education, both sexes (number)",,,2016,107096.0
MDA,Moldova,"School age population, upper secondary education, both sexes (number)",,,2016,63089.0
NZL,New Zealand,"School age population, primary education, both sexes (number)",,,2016,382490.0
NZL,New Zealand,"School age population, upper secondary education, both sexes (number)",,,2016,188660.0
OMN,Oman,"School age population, tertiary education, male (number)",,,2016,156999.0
PRT,Portugal,"School age population, lower secondary education, both sexes (number)",,,2016,321081.0
SOM,Somalia,"School age population, last grade of primary education, female (number)",,,2016,185398.0
ZAF,South Africa,"School age population, upper secondary education, both sexes (number)",,,2016,2893140.0
MOZ,Mozambique,"Repeaters in Grade 5 of lower secondary general education, female (number)",SHARE,NUMBER,2017,0.0
NZL,New Zealand,"Repeaters in Grade 5 of lower secondary general education, female (number)",SHARE,NUMBER,2017,0.0
WSM,Samoa,"Repeaters in Grade 5 of lower secondary general education, female (number)",SHARE,NUMBER,2017,0.0
BOL,Bolivia,"Repeaters in grade unknown of lower secondary general education, both sexes (number)",SHARE,NUMBER,2017,0.0
CRI,Costa Rica,"Repeaters in grade unknown of lower secondary general education, both sexes (number)",SHARE,NUMBER,2017,0.0
GUY,Guyana,"Repeaters in grade unknown of lower secondary general education, both sexes (number)",SHARE,NUMBER,2017,0.0
MLI,Mali,"Repeaters in grade unknown of lower secondary general education, both sexes (number)",SHARE,NUMBER,2017,0.0
ARG,Argentina,"Population of compulsory school age, both sexes (number)",SHARE,NUMBER,2017,9896812.0
DZA,Algeria,"Population of compulsory school age, both sexes (number)",SHARE,NUMBER,2017,6978751.0
HTI,Haiti,"Population of compulsory school age, both sexes (number)",SHARE,NUMBER,2017,1431616.0
LIE,Liechtenstein,"Population of compulsory school age, both sexes (number)",SHARE,NUMBER,2017,3401.0
LVA,Latvia,"Population of compulsory school age, both sexes (number)",SHARE,NUMBER,2017,214156.0
MAR,Morocco,"Population of compulsory school age, both sexes (number)",SHARE,NUMBER,2017,5672282.0
BGR,Bulgaria,"School life expectancy, primary, female (years)",SHARE,NUMBER,2017,3.796469926834106
GRC,Greece,"School life expectancy, primary, female (years)",SHARE,NUMBER,2017,5.907440185546875
BTN,Bhutan,"School age population, secondary education, female (number)",,,2017,42275.0
BTN,Bhutan,"School age population, tertiary education, male (number)",,,2017,42673.0
BIH,Bosnia and Herzegovina,"School age population, secondary education, female (number)",,,2017,147688.0
BWA,Botswana,"School age population, upper secondary education, both sexes (number)",,,2017,90422.0
CMR,Cameroon,"School age population, last grade of primary education, female (number)",,,2017,305800.0
CAF,Central African Republic,"School age population, primary education, both sexes (number)",,,2017,929298.0
CHN,China,"School age population, lower secondary education, both sexes (number)",,,2017,47345952.0
DMA,Dominica,"School age population, tertiary education, male (number)",,,2017,3029.0
EGY,"Egypt, Arab Rep","School age population, secondary education, female (number)",,,2017,5499743.0
FIN,Finland,"School age population, secondary education, female (number)",,,2017,172370.0
DEU,Germany,"School age population, lower secondary education, both sexes (number)",,,2017,4453056.0
GIN,Guinea,"School age population, last grade of primary education, female (number)",,,2017,147480.0
GNB,Guinea-Bissau,"School age population, last grade of primary education, female (number)",,,2017,23635.0
LBY,Libya,"School age population, secondary education, female (number)",,,2017,354458.0
LTU,Lithuania,"School age population, primary education, both sexes (number)",,,2017,109633.0
MDA,Moldova,"School age population, upper secondary education, both sexes (number)",,,2017,92003.0
NZL,New Zealand,"School age population, primary education, both sexes (number)",,,2017,390180.0
NZL,New Zealand,"School age population, upper secondary education, both sexes (number)",,,2017,189460.0
OMN,Oman,"School age population, tertiary education, male (number)",,,2017,155016.0
PRT,Portugal,"School age population, lower secondary education, both sexes (number)",,,2017,317992.0
SOM,Somalia,"School age population, last grade of primary education, female (number)",,,2017,192849.0
ZAF,South Africa,"School age population, upper secondary education, both sexes (number)",,,2017,2754383.0
MOZ,Mozambique,"Repeaters in Grade 5 of lower secondary general education, female (number)",SHARE,NUMBER,2018,0.0
NZL,New Zealand,"Repeaters in Grade 5 of lower secondary general education, female (number)",SHARE,NUMBER,2018,0.0
WSM,Samoa,"Repeaters in Grade 5 of lower secondary general education, female (number)",SHARE,NUMBER,2018,0.0
BOL,Bolivia,"Repeaters in grade unknown of lower secondary general education, both sexes (number)",SHARE,NUMBER,2018,0.0
CRI,Costa Rica,"Repeaters in grade unknown of lower secondary general education, both sexes (number)",SHARE,NUMBER,2018,0.0
GUY,Guyana,"Repeaters in grade unknown of lower secondary general education, both sexes (number)",SHARE,NUMBER,2018,0.0
MLI,Mali,"Repeaters in grade unknown of lower secondary general education, both sexes (number)",SHARE,NUMBER,2018,0.0
ARG,Argentina,"Population of compulsory school age, both sexes (number)",SHARE,NUMBER,2018,9930445.0
DZA,Algeria,"Population of compulsory school age, both sexes (number)",SHARE,NUMBER,2018,7279551.0
HTI,Haiti,"Population of compulsory school age, both sexes (number)",SHARE,NUMBER,2018,1442315.0
LIE,Liechtenstein,"Population of compulsory school age, both sexes (number)",SHARE,NUMBER,2018,3424.0
LVA,Latvia,"Population of compulsory school age, both sexes (number)",SHARE,NUMBER,2018,215508.0
MAR,Morocco,"Population of compulsory school age, both sexes (number)",SHARE,NUMBER,2018,5747015.0
BGR,Bulgaria,"School life expectancy, primary, female (years)",SHARE,NUMBER,2018,3.734879970550537
GRC,Greece,"School life expectancy, primary, female (years)",SHARE,NUMBER,2018,5.858290195465088
MDG,Madagascar,"School life expectancy, primary, female (years)",SHARE,NUMBER,2018,7.039619922637939
BTN,Bhutan,"School age population, secondary education, female (number)",,,2018,42542.0
BTN,Bhutan,"School age population, tertiary education, male (number)",,,2018,41093.0
BIH,Bosnia and Herzegovina,"School age population, secondary education, female (number)",,,2018,141636.0
BWA,Botswana,"School age population, upper secondary education, both sexes (number)",,,2018,92363.0
CMR,Cameroon,"School age population, last grade of primary education, female (number)",,,2018,314820.0
CAF,Central African Republic,"School age population, primary education, both sexes (number)",,,2018,952887.0
CHN,China,"School age population, lower secondary education, both sexes (number)",,,2018,47818788.0
DMA,Dominica,"School age population, tertiary education, male (number)",,,2018,3017.0
EGY,"Egypt, Arab Rep","School age population, secondary education, female (number)",,,2018,5583371.0
FIN,Finland,"School age population, secondary education, female (number)",,,2018,173069.0
DEU,Germany,"School age population, lower secondary education, both sexes (number)",,,2018,4443003.0
GIN,Guinea,"School age population, last grade of primary education, female (number)",,,2018,151477.0
GNB,Guinea-Bissau,"School age population, last grade of primary education, female (number)",,,2018,24276.0
LBY,Libya,"School age population, secondary education, female (number)",,,2018,362132.0
LTU,Lithuania,"School age population, primary education, both sexes (number)",,,2018,111855.0
MDA,Moldova,"School age population, upper secondary education, both sexes (number)",,,2018,86880.0
NZL,New Zealand,"School age population, primary education, both sexes (number)",,,2018,393980.0
NZL,New Zealand,"School age population, upper secondary education, both sexes (number)",,,2018,188360.0
OMN,Oman,"School age population, tertiary education, male (number)",,,2018,144730.0
PRT,Portugal,"School age population, lower secondary education, both sexes (number)",,,2018,316063.0
SOM,Somalia,"School age population, last grade of primary education, female (number)",,,2018,199660.0
ZAF,South Africa,"School age population, upper secondary education, both sexes (number)",,,2018,2705916.0
MOZ,Mozambique,"Repeaters in Grade 5 of lower secondary general education, female (number)",SHARE,NUMBER,2019,0.0
NZL,New Zealand,"Repeaters in Grade 5 of lower secondary general education, female (number)",SHARE,NUMBER,2019,0.0
WSM,Samoa,"Repeaters in Grade 5 of lower secondary general education, female (number)",SHARE,NUMBER,2019,0.0
BOL,Bolivia,"Repeaters in grade unknown of lower secondary general education, both sexes (number)",SHARE,NUMBER,2019,0.0
CRI,Costa Rica,"Repeaters in grade unknown of lower secondary general education, both sexes (number)",SHARE,NUMBER,2019,0.0
GUY,Guyana,"Repeaters in grade unknown of lower secondary general education, both sexes (number)",SHARE,NUMBER,2019,0.0
ARG,Argentina,"Population of compulsory school age, both sexes (number)",SHARE,NUMBER,2019,9969226.0
DZA,Algeria,"Population of compulsory school age, both sexes (number)",SHARE,NUMBER,2019,7610408.0
HTI,Haiti,"Population of compulsory school age, both sexes (number)",SHARE,NUMBER,2019,1450704.0
LIE,Liechtenstein,"Population of compulsory school age, both sexes (number)",SHARE,NUMBER,2019,3451.0
