INDICATOR,mean_val,median_val,sd_val,skew_pearson,abs_skew,skew_category,preferred_method
SE.CLO.8.LDSEV.S.TMS.2011.1,0.06117868151417688,0.0456787534058094,0.043563154390459664,1.067410865345552,1.067410865345552,highly_skewed,mad
SE.CLO.8.LDSEV.S.TMS.2011.2,0.0492366975369422,0.0356697179377079,0.03910745455974866,1.0407463041482208,1.0407463041482208,highly_skewed,mad
SE.CLO.8.LDSEV.S.TMS.2011.3,0.04395354124962501,0.0306445844471455,0.03645541022780282,1.0952248283023895,1.0952248283023895,highly_skewed,mad
SE.CLO.8.LDSEV.S.TMS.2011.4,0.03692345039330814,0.0244461800903082,0.03315767699602509,1.1289032978241238,1.1289032978241238,highly_skewed,mad
SE.CLO.8.LDSEV.S.TMS.2011.5,0.03035353114338299,0.0218264441937208,0.026136829207737043,0.9787438501306036,0.9787438501306036,moderately_skewed,iqr
SE.CLO.8.LDSEV.S.TMS.2011.A,0.04728470389780246,0.0367115549743176,0.03539840651657436,0.896069905169398,0.896069905169398,moderately_skewed,iqr
SE.CLO.8.LDSEV.S.TMS.2011.F,0.04189044930727074,0.03166763484478,0.03621084365366999,0.84694086889533,0.84694086889533,moderately_skewed,iqr
SE.CLO.8.LDSEV.S.TMS.2011.M,0.05164960063503762,0.0393271706998348,0.036449878414171605,1.0141951472528279,1.0141951472528279,highly_skewed,mad
SE.CLO.8.LDSEV.S.TMS.2011.R,0.05078770431120775,0.0405386127531528,0.04122192013598422,0.7458962263944702,0.7458962263944702,moderately_skewed,iqr
SE.CLO.8.LDSEV.S.TMS.2011.U,0.0453229938437672,0.0336508601903915,0.032113786979108515,1.0903852909937677,1.0903852909937677,highly_skewed,mad
SE.CLO.8.LDSEV.S.TMS.2015.1,0.0540004792787573,0.038970947265625,0.035956381869595586,1.2539803421523743,1.2539803421523743,highly_skewed,mad
SE.CLO.8.LDSEV.S.TMS.2015.2,0.044241675778346895,0.0321443192660809,0.03198547560349511,1.134642172800216,1.134642172800216,highly_skewed,mad
SE.CLO.8.LDSEV.S.TMS.2015.3,0.037528267458957786,0.0278533939272165,0.02732658218655743,1.0621387042504618,1.0621387042504618,highly_skewed,mad
