INDICATOR,name,SEX,URBANIZATION,AGE,COMP_BREAKDOWN_1,INDICATOR_ROOT,UNIT_MEASURE,UNIT_TYPE,INDICATOR_ROOT_NAME,economy,Country name,Indicator name,Region,Income group,Lending category,is_valid,Year,Value
HD.HCI.LAYS.MA,Learning-Adjusted Years of School,M,_T,_T,_Z,HD.HCI.LAYS,NUMBER,NUMBER,Learning-Adjusted Years of School,ISR,Israel,"Learning-Adjusted Years of School, Male","Middle East, North Africa, Afghanistan & Pakistan",High income,,true,2020,10.18229484558105
UIS.SF.C.26548,,,,,,,,,,JPN,Japan,"Asia: Students from Malaysia, both sexes (number)",East Asia & Pacific,High income,,true,2021,2443.0
HD.HCI.LAYS,Learning-Adjusted Years of School,_T,_T,_T,_Z,HD.HCI.LAYS,NUMBER,NUMBER,Learning-Adjusted Years of School,KHM,Cambodia,Learning-Adjusted Years of School,East Asia & Pacific,Lower middle income,IDA,true,2020,6.843980312347412
HD.HCI.HLOS,Harmonized Test Scores,_T,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,KIR,Kiribati,Harmonized Test Scores,East Asia & Pacific,Lower middle income,IDA,true,2020,411.4844970703125
HD.HCI.HLOS.MA,Harmonized Test Scores,M,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,KIR,Kiribati,"Harmonized Test Scores, Male",East Asia & Pacific,Lower middle income,IDA,true,2020,396.0749816894531
HD.HCI.LAYS.FE,Learning-Adjusted Years of School,F,_T,_T,_Z,HD.HCI.LAYS,NUMBER,NUMBER,Learning-Adjusted Years of School,KIR,Kiribati,"Learning-Adjusted Years of School, Female",East Asia & Pacific,Lower middle income,IDA,true,2020,8.062938690185547
HD.HCI.LAYS.FE,Learning-Adjusted Years of School,F,_T,_T,_Z,HD.HCI.LAYS,NUMBER,NUMBER,Learning-Adjusted Years of School,LBR,Liberia,"Learning-Adjusted Years of School, Female",Sub-Saharan Africa,Low income,IDA,true,2020,2.183998346328735
HD.HCI.HLOS,Harmonized Test Scores,_T,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,LSO,Lesotho,Harmonized Test Scores,Sub-Saharan Africa,Lower middle income,IDA,true,2020,392.9119873046875
HD.HCI.LAYS,Learning-Adjusted Years of School,_T,_T,_T,_Z,HD.HCI.LAYS,NUMBER,NUMBER,Learning-Adjusted Years of School,MAC,"Macao SAR, China",Learning-Adjusted Years of School,East Asia & Pacific,High income,,true,2020,11.57381439208984
UIS.SF.C.26548,,,,,,,,,,MAC,"Macao SAR, China","Asia: Students from Malaysia, both sexes (number)",East Asia & Pacific,High income,,true,2022,77.0
HD.HCI.HLOS.FE,Harmonized Test Scores,F,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,MHL,Marshall Islands,"Harmonized Test Scores, Female",East Asia & Pacific,Upper middle income,IDA,true,2020,382.6455078125
HD.HCI.LAYS.MA,Learning-Adjusted Years of School,M,_T,_T,_Z,HD.HCI.LAYS,NUMBER,NUMBER,Learning-Adjusted Years of School,MLT,Malta,"Learning-Adjusted Years of School, Male","Middle East, North Africa, Afghanistan & Pakistan",High income,,true,2020,9.847691535949709
HD.HCI.HLOS,Harmonized Test Scores,_T,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,MNG,Mongolia,Harmonized Test Scores,East Asia & Pacific,Upper middle income,IBRD,true,2020,434.6186828613281
UIS.SF.C.26548,,,,,,,,,,NAM,Namibia,"Asia: Students from Malaysia, both sexes (number)",Sub-Saharan Africa,Lower middle income,IBRD,true,2020,1.0
HD.HCI.HLOS.FE,Harmonized Test Scores,F,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,NGA,Nigeria,"Harmonized Test Scores, Female",Sub-Saharan Africa,Lower middle income,Blend,true,2020,308.4080810546875
HD.HCI.HLOS.MA,Harmonized Test Scores,M,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,NLD,Netherlands,"Harmonized Test Scores, Male",Europe & Central Asia,High income,,true,2020,513.64013671875
HD.HCI.HLOS,Harmonized Test Scores,_T,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,NZL,New Zealand,Harmonized Test Scores,East Asia & Pacific,High income,,true,2020,519.7484130859375
UIS.SF.C.26548,,,,,,,,,,PAK,Pakistan,"Asia: Students from Malaysia, both sexes (number)","Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,Blend,true,2003,0.0
HD.HCI.HLOS.FE,Harmonized Test Scores,F,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,PLW,Palau,"Harmonized Test Scores, Female",East Asia & Pacific,High income,IBRD,true,2020,477.7051696777344
HD.HCI.LAYS,Learning-Adjusted Years of School,_T,_T,_T,_Z,HD.HCI.LAYS,NUMBER,NUMBER,Learning-Adjusted Years of School,RWA,Rwanda,Learning-Adjusted Years of School,Sub-Saharan Africa,Low income,IDA,true,2020,3.925771236419678
HD.HCI.HLOS,Harmonized Test Scores,_T,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,SEN,Senegal,Harmonized Test Scores,Sub-Saharan Africa,Lower middle income,IDA,true,2020,412.453857421875
HD.HCI.LAYS,Learning-Adjusted Years of School,_T,_T,_T,_Z,HD.HCI.LAYS,NUMBER,NUMBER,Learning-Adjusted Years of School,SEN,Senegal,Learning-Adjusted Years of School,Sub-Saharan Africa,Lower middle income,IDA,true,2020,4.838318824768066
UIS.SF.C.26548,,,,,,,,,,STP,S�o Tom� and Pr�ncipe,"Asia: Students from Malaysia, both sexes (number)",Sub-Saharan Africa,Lower middle income,IDA,true,2008,0.0
UIS.SF.C.26548,,,,,,,,,,SVK,Slovak Republic,"Asia: Students from Malaysia, both sexes (number)",Europe & Central Asia,High income,,true,2022,1.0
HD.HCI.LAYS.FE,Learning-Adjusted Years of School,F,_T,_T,_Z,HD.HCI.LAYS,NUMBER,NUMBER,Learning-Adjusted Years of School,SVN,Slovenia,"Learning-Adjusted Years of School, Female",Europe & Central Asia,High income,,true,2020,11.62306308746338
UIS.SF.C.26548,,,,,,,,,,TCD,Chad,"Asia: Students from Malaysia, both sexes (number)",Sub-Saharan Africa,Low income,IDA,true,2020,0.0
HD.HCI.LAYS.FE,Learning-Adjusted Years of School,F,_T,_T,_Z,HD.HCI.LAYS,NUMBER,NUMBER,Learning-Adjusted Years of School,TGO,Togo,"Learning-Adjusted Years of School, Female",Sub-Saharan Africa,Low income,IDA,true,2020,5.751067638397217
HD.HCI.LAYS.MA,Learning-Adjusted Years of School,M,_T,_T,_Z,HD.HCI.LAYS,NUMBER,NUMBER,Learning-Adjusted Years of School,THA,Thailand,"Learning-Adjusted Years of School, Male",East Asia & Pacific,Upper middle income,IBRD,true,2020,8.438187599182129
HD.HCI.HLOS,Harmonized Test Scores,_T,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,TJK,Tajikistan,Harmonized Test Scores,Europe & Central Asia,Lower middle income,IDA,true,2020,390.5655517578125
HD.HCI.LAYS.MA,Learning-Adjusted Years of School,M,_T,_T,_Z,HD.HCI.LAYS,NUMBER,NUMBER,Learning-Adjusted Years of School,TON,Tonga,"Learning-Adjusted Years of School, Male",East Asia & Pacific,Upper middle income,IDA,true,2020,6.784868240356445
HD.HCI.HLOS.FE,Harmonized Test Scores,F,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,USA,United States,"Harmonized Test Scores, Female",North America,High income,,true,2020,514.1365356445312
HD.HCI.HLOS.MA,Harmonized Test Scores,M,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,USA,United States,"Harmonized Test Scores, Male",North America,High income,,true,2020,509.5594482421875
HD.HCI.LAYS.FE,Learning-Adjusted Years of School,F,_T,_T,_Z,HD.HCI.LAYS,NUMBER,NUMBER,Learning-Adjusted Years of School,UZB,Uzbekistan,"Learning-Adjusted Years of School, Female",Europe & Central Asia,Lower middle income,Blend,true,2020,9.107381820678713
HD.HCI.LAYS.MA,Learning-Adjusted Years of School,M,_T,_T,_Z,HD.HCI.LAYS,NUMBER,NUMBER,Learning-Adjusted Years of School,VNM,Vietnam,"Learning-Adjusted Years of School, Male",East Asia & Pacific,Lower middle income,IBRD,true,2020,10.31493186950684
UIS.SF.C.26548,,,,,,,,,,VNM,Vietnam,"Asia: Students from Malaysia, both sexes (number)",East Asia & Pacific,Lower middle income,IBRD,true,2022,13.0
HD.HCI.LAYS.FE,Learning-Adjusted Years of School,F,_T,_T,_Z,HD.HCI.LAYS,NUMBER,NUMBER,Learning-Adjusted Years of School,WSM,Samoa,"Learning-Adjusted Years of School, Female",East Asia & Pacific,Upper middle income,IDA,true,2020,7.807912349700928
HD.HCI.LAYS,Learning-Adjusted Years of School,_T,_T,_T,_Z,HD.HCI.LAYS,NUMBER,NUMBER,Learning-Adjusted Years of School,YEM,"Yemen, Rep.",Learning-Adjusted Years of School,"Middle East, North Africa, Afghanistan & Pakistan",Low income,IDA,true,2020,4.17876148223877
HD.HCI.LAYS.MA,Learning-Adjusted Years of School,M,_T,_T,_Z,HD.HCI.LAYS,NUMBER,NUMBER,Learning-Adjusted Years of School,ZAF,South Africa,"Learning-Adjusted Years of School, Male",Sub-Saharan Africa,Upper middle income,IBRD,true,2020,5.366049766540527
HD.HCI.HLOS.MA,Harmonized Test Scores,M,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,ZMB,Zambia,"Harmonized Test Scores, Male",Sub-Saharan Africa,Lower middle income,IDA,true,2010,330.1956787109375
HD.HCI.LAYS,Learning-Adjusted Years of School,_T,_T,_T,_Z,HD.HCI.LAYS,NUMBER,NUMBER,Learning-Adjusted Years of School,ZMB,Zambia,Learning-Adjusted Years of School,Sub-Saharan Africa,Lower middle income,IDA,true,2020,5.036293029785156
UIS.SF.C.26548,,,,,,,,,,ABW,Aruba,"Asia: Students from Malaysia, both sexes (number)",Latin America & Caribbean,High income,,true,2016,0.0
HD.HCI.LAYS,Learning-Adjusted Years of School,_T,_T,_T,_Z,HD.HCI.LAYS,NUMBER,NUMBER,Learning-Adjusted Years of School,AUT,Austria,Learning-Adjusted Years of School,Europe & Central Asia,High income,,true,2020,10.90620517730713
HD.HCI.HLOS.MA,Harmonized Test Scores,M,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,AZE,Azerbaijan,"Harmonized Test Scores, Male",Europe & Central Asia,Upper middle income,IBRD,true,2020,412.3319702148438
HD.HCI.LAYS,Learning-Adjusted Years of School,_T,_T,_T,_Z,HD.HCI.LAYS,NUMBER,NUMBER,Learning-Adjusted Years of School,BEL,Belgium,Learning-Adjusted Years of School,Europe & Central Asia,High income,,true,2020,11.18328857421875
HD.HCI.LAYS,Learning-Adjusted Years of School,_T,_T,_T,_Z,HD.HCI.LAYS,NUMBER,NUMBER,Learning-Adjusted Years of School,BEN,Benin,Learning-Adjusted Years of School,Sub-Saharan Africa,Lower middle income,IDA,true,2020,5.666416645050049
HD.HCI.HLOS.FE,Harmonized Test Scores,F,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,BHR,Bahrain,"Harmonized Test Scores, Female","Middle East, North Africa, Afghanistan & Pakistan",High income,,true,2020,470.24365234375
HD.HCI.LAYS,Learning-Adjusted Years of School,_T,_T,_T,_Z,HD.HCI.LAYS,NUMBER,NUMBER,Learning-Adjusted Years of School,BHR,Bahrain,Learning-Adjusted Years of School,"Middle East, North Africa, Afghanistan & Pakistan",High income,,true,2020,9.28683853149414
HD.HCI.HLOS,Harmonized Test Scores,_T,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,BIH,Bosnia and Herzegovina,Harmonized Test Scores,Europe & Central Asia,Upper middle income,IBRD,true,2020,416.1340637207031
HD.HCI.HLOS,Harmonized Test Scores,_T,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,BRN,Brunei Darussalam,Harmonized Test Scores,East Asia & Pacific,High income,,true,2020,437.5159301757813
HD.HCI.LAYS.FE,Learning-Adjusted Years of School,F,_T,_T,_Z,HD.HCI.LAYS,NUMBER,NUMBER,Learning-Adjusted Years of School,BRN,Brunei Darussalam,"Learning-Adjusted Years of School, Female",East Asia & Pacific,High income,,true,2020,9.475673675537108
HD.HCI.LAYS.MA,Learning-Adjusted Years of School,M,_T,_T,_Z,HD.HCI.LAYS,NUMBER,NUMBER,Learning-Adjusted Years of School,BTN,Bhutan,"Learning-Adjusted Years of School, Male",South Asia,Lower middle income,IDA,true,2020,6.081756114959717
HD.HCI.HLOS,Harmonized Test Scores,_T,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,CHL,Chile,Harmonized Test Scores,Latin America & Caribbean,High income,IBRD,true,2020,452.2182312011719
HD.HCI.LAYS,Learning-Adjusted Years of School,_T,_T,_T,_Z,HD.HCI.LAYS,NUMBER,NUMBER,Learning-Adjusted Years of School,CHN,China,Learning-Adjusted Years of School,East Asia & Pacific,Upper middle income,IBRD,true,2020,9.270027160644531
HD.HCI.LAYS.MA,Learning-Adjusted Years of School,M,_T,_T,_Z,HD.HCI.LAYS,NUMBER,NUMBER,Learning-Adjusted Years of School,COG,"Congo, Rep.","Learning-Adjusted Years of School, Male",Sub-Saharan Africa,Lower middle income,Blend,true,2020,5.185251712799072
HD.HCI.LAYS.FE,Learning-Adjusted Years of School,F,_T,_T,_Z,HD.HCI.LAYS,NUMBER,NUMBER,Learning-Adjusted Years of School,COL,Colombia,"Learning-Adjusted Years of School, Female",Latin America & Caribbean,Upper middle income,IBRD,true,2020,8.620368003845215
HD.HCI.HLOS.FE,Harmonized Test Scores,F,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,CYP,Cyprus,"Harmonized Test Scores, Female",Europe & Central Asia,High income,,true,2020,500.4539489746094
UIS.SF.C.26548,,,,,,,,,,EGY,"Egypt, Arab Rep.","Asia: Students from Malaysia, both sexes (number)","Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,IBRD,true,2020,6560.0
HD.HCI.HLOS.FE,Harmonized Test Scores,F,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,EST,Estonia,"Harmonized Test Scores, Female",Europe & Central Asia,High income,,true,2020,547.70849609375
UIS.SF.C.26548,,,,,,,,,,EST,Estonia,"Asia: Students from Malaysia, both sexes (number)",Europe & Central Asia,High income,,true,2022,6.0
HD.HCI.HLOS,Harmonized Test Scores,_T,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,ETH,Ethiopia,Harmonized Test Scores,Sub-Saharan Africa,,IDA,true,2020,348.1990356445313
HD.HCI.LAYS.MA,Learning-Adjusted Years of School,M,_T,_T,_Z,HD.HCI.LAYS,NUMBER,NUMBER,Learning-Adjusted Years of School,FRA,France,"Learning-Adjusted Years of School, Male",Europe & Central Asia,High income,,true,2020,11.18253135681152
HD.HCI.LAYS.FE,Learning-Adjusted Years of School,F,_T,_T,_Z,HD.HCI.LAYS,NUMBER,NUMBER,Learning-Adjusted Years of School,GEO,Georgia,"Learning-Adjusted Years of School, Female",Europe & Central Asia,Upper middle income,IBRD,true,2020,8.595277786254883
HD.HCI.HLOS.FE,Harmonized Test Scores,F,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,GMB,"Gambia, The","Harmonized Test Scores, Female",Sub-Saharan Africa,Low income,IDA,true,2020,353.5550231933594
HD.HCI.HLOS.FE,Harmonized Test Scores,F,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,GRD,Grenada,"Harmonized Test Scores, Female",Latin America & Caribbean,Upper middle income,Blend,true,2020,408.973876953125
HD.HCI.HLOS.FE,Harmonized Test Scores,F,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,IDN,Indonesia,"Harmonized Test Scores, Female",East Asia & Pacific,Upper middle income,IBRD,true,2020,401.9364624023438
UIS.SF.C.26548,,,,,,,,,,IND,India,"Asia: Students from Malaysia, both sexes (number)",South Asia,Lower middle income,IBRD,true,2022,127.0
HD.HCI.LAYS.FE,Learning-Adjusted Years of School,F,_T,_T,_Z,HD.HCI.LAYS,NUMBER,NUMBER,Learning-Adjusted Years of School,IRQ,Iraq,"Learning-Adjusted Years of School, Female","Middle East, North Africa, Afghanistan & Pakistan",Upper middle income,IBRD,true,2020,4.365714550018311
HD.HCI.HLOS,Harmonized Test Scores,_T,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,ITA,Italy,Harmonized Test Scores,Europe & Central Asia,High income,,true,2020,492.9878234863281
HD.HCI.LAYS.MA,Learning-Adjusted Years of School,M,_T,_T,_Z,HD.HCI.LAYS,NUMBER,NUMBER,Learning-Adjusted Years of School,KIR,Kiribati,"Learning-Adjusted Years of School, Male",East Asia & Pacific,Lower middle income,IDA,true,2020,6.736643314361572
HD.HCI.LAYS.FE,Learning-Adjusted Years of School,F,_T,_T,_Z,HD.HCI.LAYS,NUMBER,NUMBER,Learning-Adjusted Years of School,KNA,St. Kitts and Nevis,"Learning-Adjusted Years of School, Female",Latin America & Caribbean,High income,IBRD,true,2020,8.395668029785156
HD.HCI.HLOS.MA,Harmonized Test Scores,M,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,KWT,Kuwait,"Harmonized Test Scores, Male","Middle East, North Africa, Afghanistan & Pakistan",High income,,true,2020,368.7728271484375
HD.HCI.LAYS.MA,Learning-Adjusted Years of School,M,_T,_T,_Z,HD.HCI.LAYS,NUMBER,NUMBER,Learning-Adjusted Years of School,KWT,Kuwait,"Learning-Adjusted Years of School, Male","Middle East, North Africa, Afghanistan & Pakistan",High income,,true,2020,6.845752716064453
UIS.SF.C.26548,,,,,,,,,,KWT,Kuwait,"Asia: Students from Malaysia, both sexes (number)","Middle East, North Africa, Afghanistan & Pakistan",High income,,true,2009,7.0
UIS.SF.C.26548,,,,,,,,,,LAO,Lao PDR,"Asia: Students from Malaysia, both sexes (number)",East Asia & Pacific,Lower middle income,IDA,true,2020,0.0
UIS.SF.C.26548,,,,,,,,,,LIE,Liechtenstein,"Asia: Students from Malaysia, both sexes (number)",Europe & Central Asia,High income,,true,2021,0.0
HD.HCI.LAYS,Learning-Adjusted Years of School,_T,_T,_T,_Z,HD.HCI.LAYS,NUMBER,NUMBER,Learning-Adjusted Years of School,LKA,Sri Lanka,Learning-Adjusted Years of School,South Asia,Lower middle income,IDA,true,2020,8.462183952331543
UIS.SF.C.26548,,,,,,,,,,LVA,Latvia,"Asia: Students from Malaysia, both sexes (number)",Europe & Central Asia,High income,,true,2022,1.0
HD.HCI.HLOS.MA,Harmonized Test Scores,M,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,MAR,Morocco,"Harmonized Test Scores, Male","Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,IBRD,true,2020,374.918701171875
HD.HCI.HLOS,Harmonized Test Scores,_T,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,MMR,Myanmar,Harmonized Test Scores,East Asia & Pacific,Lower middle income,IDA,true,2020,424.6312866210938
HD.HCI.LAYS,Learning-Adjusted Years of School,_T,_T,_T,_Z,HD.HCI.LAYS,NUMBER,NUMBER,Learning-Adjusted Years of School,MNE,Montenegro,Learning-Adjusted Years of School,Europe & Central Asia,Upper middle income,IBRD,true,2020,8.908092498779297
HD.HCI.HLOS.FE,Harmonized Test Scores,F,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,MNG,Mongolia,"Harmonized Test Scores, Female",East Asia & Pacific,Upper middle income,IBRD,true,2020,434.4581604003906
HD.HCI.HLOS.MA,Harmonized Test Scores,M,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,MOZ,Mozambique,"Harmonized Test Scores, Male",Sub-Saharan Africa,Low income,IDA,true,2020,365.143310546875
HD.HCI.HLOS.FE,Harmonized Test Scores,F,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,MWI,Malawi,"Harmonized Test Scores, Female",Sub-Saharan Africa,Low income,IDA,true,2010,341.8900146484375
HD.HCI.HLOS.FE,Harmonized Test Scores,F,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,NAM,Namibia,"Harmonized Test Scores, Female",Sub-Saharan Africa,Lower middle income,IBRD,true,2010,368.8475036621094
HD.HCI.HLOS.MA,Harmonized Test Scores,M,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,NAM,Namibia,"Harmonized Test Scores, Male",Sub-Saharan Africa,Lower middle income,IBRD,true,2010,373.4449462890625
HD.HCI.HLOS.MA,Harmonized Test Scores,M,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,NRU,Nauru,"Harmonized Test Scores, Male",East Asia & Pacific,High income,IBRD,true,2020,319.8755187988281
HD.HCI.LAYS,Learning-Adjusted Years of School,_T,_T,_T,_Z,HD.HCI.LAYS,NUMBER,NUMBER,Learning-Adjusted Years of School,OMN,Oman,Learning-Adjusted Years of School,"Middle East, North Africa, Afghanistan & Pakistan",High income,,true,2020,8.644990921020508
HD.HCI.LAYS.FE,Learning-Adjusted Years of School,F,_T,_T,_Z,HD.HCI.LAYS,NUMBER,NUMBER,Learning-Adjusted Years of School,PAN,Panama,"Learning-Adjusted Years of School, Female",Latin America & Caribbean,High income,IBRD,true,2020,6.580405712127686
HD.HCI.HLOS,Harmonized Test Scores,_T,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,PER,Peru,Harmonized Test Scores,Latin America & Caribbean,Upper middle income,IBRD,true,2020,415.0254211425781
HD.HCI.LAYS.FE,Learning-Adjusted Years of School,F,_T,_T,_Z,HD.HCI.LAYS,NUMBER,NUMBER,Learning-Adjusted Years of School,ROU,Romania,"Learning-Adjusted Years of School, Female",Europe & Central Asia,High income,IBRD,true,2020,8.521791458129883
HD.HCI.LAYS.MA,Learning-Adjusted Years of School,M,_T,_T,_Z,HD.HCI.LAYS,NUMBER,NUMBER,Learning-Adjusted Years of School,ROU,Romania,"Learning-Adjusted Years of School, Male",Europe & Central Asia,High income,IBRD,true,2020,8.225996017456055
HD.HCI.HLOS.MA,Harmonized Test Scores,M,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,RWA,Rwanda,"Harmonized Test Scores, Male",Sub-Saharan Africa,Low income,IDA,true,2020,351.3924865722656
HD.HCI.LAYS.MA,Learning-Adjusted Years of School,M,_T,_T,_Z,HD.HCI.LAYS,NUMBER,NUMBER,Learning-Adjusted Years of School,SAU,Saudi Arabia,"Learning-Adjusted Years of School, Male","Middle East, North Africa, Afghanistan & Pakistan",High income,,true,2020,7.581910610198975
HD.HCI.LAYS.MA,Learning-Adjusted Years of School,M,_T,_T,_Z,HD.HCI.LAYS,NUMBER,NUMBER,Learning-Adjusted Years of School,SLB,Solomon Islands,"Learning-Adjusted Years of School, Male",East Asia & Pacific,Lower middle income,IDA,true,2020,4.452354431152344
HD.HCI.HLOS.MA,Harmonized Test Scores,M,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,SLE,Sierra Leone,"Harmonized Test Scores, Male",Sub-Saharan Africa,Low income,IDA,true,2020,317.8432006835938
HD.HCI.HLOS.MA,Harmonized Test Scores,M,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,SRB,Serbia,"Harmonized Test Scores, Male",Europe & Central Asia,Upper middle income,IBRD,true,2020,451.1727905273438
HD.HCI.HLOS,Harmonized Test Scores,_T,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,SSD,South Sudan,Harmonized Test Scores,Sub-Saharan Africa,Low income,IDA,true,2020,335.5874328613281
HD.HCI.LAYS,Learning-Adjusted Years of School,_T,_T,_T,_Z,HD.HCI.LAYS,NUMBER,NUMBER,Learning-Adjusted Years of School,SVK,Slovak Republic,Learning-Adjusted Years of School,Europe & Central Asia,High income,,true,2020,9.799782752990724
HD.HCI.HLOS,Harmonized Test Scores,_T,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,SVN,Slovenia,Harmonized Test Scores,Europe & Central Asia,High income,,true,2020,520.8090209960938
HD.HCI.HLOS.MA,Harmonized Test Scores,M,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,SVN,Slovenia,"Harmonized Test Scores, Male",Europe & Central Asia,High income,,true,2020,512.4590454101562
HD.HCI.HLOS,Harmonized Test Scores,_T,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,SWE,Sweden,Harmonized Test Scores,Europe & Central Asia,High income,,true,2020,519.3617553710938
HD.HCI.HLOS,Harmonized Test Scores,_T,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,SWZ,Eswatini,Harmonized Test Scores,Sub-Saharan Africa,Lower middle income,Blend,true,2020,440.3045043945313
UIS.SF.C.26548,,,,,,,,,,SXM,Sint Maarten (Dutch part),"Asia: Students from Malaysia, both sexes (number)",Latin America & Caribbean,High income,,true,2017,0.0
HD.HCI.HLOS.MA,Harmonized Test Scores,M,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,THA,Thailand,"Harmonized Test Scores, Male",East Asia & Pacific,Upper middle income,IBRD,true,2020,413.0079345703125
HD.HCI.LAYS,Learning-Adjusted Years of School,_T,_T,_T,_Z,HD.HCI.LAYS,NUMBER,NUMBER,Learning-Adjusted Years of School,TZA,Tanzania,Learning-Adjusted Years of School,Sub-Saharan Africa,Lower middle income,IDA,true,2020,4.484917640686035
HD.HCI.HLOS.FE,Harmonized Test Scores,F,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,UGA,Uganda,"Harmonized Test Scores, Female",Sub-Saharan Africa,Low income,IDA,true,2010,371.4526977539063
HD.HCI.HLOS,Harmonized Test Scores,_T,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,VUT,Vanuatu,Harmonized Test Scores,East Asia & Pacific,Lower middle income,IDA,true,2020,347.6858215332031
HD.HCI.LAYS.FE,Learning-Adjusted Years of School,F,_T,_T,_Z,HD.HCI.LAYS,NUMBER,NUMBER,Learning-Adjusted Years of School,VUT,Vanuatu,"Learning-Adjusted Years of School, Female",East Asia & Pacific,Lower middle income,IDA,true,2020,5.766577243804932
HD.HCI.LAYS.MA,Learning-Adjusted Years of School,M,_T,_T,_Z,HD.HCI.LAYS,NUMBER,NUMBER,Learning-Adjusted Years of School,WSM,Samoa,"Learning-Adjusted Years of School, Male",East Asia & Pacific,Upper middle income,IDA,true,2020,6.724460124969482
HD.HCI.LAYS.FE,Learning-Adjusted Years of School,F,_T,_T,_Z,HD.HCI.LAYS,NUMBER,NUMBER,Learning-Adjusted Years of School,YEM,"Yemen, Rep.","Learning-Adjusted Years of School, Female","Middle East, North Africa, Afghanistan & Pakistan",Low income,IDA,true,2020,3.819972038269043
