INDICATOR,name,SEX,URBANIZATION,AGE,COMP_BREAKDOWN_1,INDICATOR_ROOT,UNIT_MEASURE,UNIT_TYPE,INDICATOR_ROOT_NAME,economy,Country name,Indicator name,Region,Income group,Lending category,is_valid,Year,Value
HD.HCI.HLOS.FE,Harmonized Test Scores,F,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,NOR,Norway,"Harmonized Test Scores, Female",Europe & Central Asia,High income,,true,2020,524.62890625
HD.HCI.HLOS,Harmonized Test Scores,_T,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,OMN,Oman,Harmonized Test Scores,"Middle East, North Africa, Afghanistan & Pakistan",High income,,true,2020,423.513427734375
HD.HCI.LAYS.FE,Learning-Adjusted Years of School,F,_T,_T,_Z,HD.HCI.LAYS,NUMBER,NUMBER,Learning-Adjusted Years of School,PHL,Philippines,"Learning-Adjusted Years of School, Female",East Asia & Pacific,Lower middle income,IBRD,true,2020,7.75019645690918
HD.HCI.HLOS.MA,Harmonized Test Scores,M,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,ROU,Romania,"Harmonized Test Scores, Male",Europe & Central Asia,High income,IBRD,true,2020,437.4741821289063
HD.HCI.HLOS,Harmonized Test Scores,_T,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,RUS,Russian Federation,Harmonized Test Scores,Europe & Central Asia,High income,IBRD,true,2020,497.5462341308594
HD.HCI.LAYS.FE,Learning-Adjusted Years of School,F,_T,_T,_Z,HD.HCI.LAYS,NUMBER,NUMBER,Learning-Adjusted Years of School,RWA,Rwanda,"Learning-Adjusted Years of School, Female",Sub-Saharan Africa,Low income,IDA,true,2020,4.126395702362061
HD.HCI.LAYS,Learning-Adjusted Years of School,_T,_T,_T,_Z,HD.HCI.LAYS,NUMBER,NUMBER,Learning-Adjusted Years of School,SLV,El Salvador,Learning-Adjusted Years of School,Latin America & Caribbean,Upper middle income,IBRD,true,2020,7.637288570404053
HD.HCI.LAYS.FE,Learning-Adjusted Years of School,F,_T,_T,_Z,HD.HCI.LAYS,NUMBER,NUMBER,Learning-Adjusted Years of School,SLV,El Salvador,"Learning-Adjusted Years of School, Female",Latin America & Caribbean,Upper middle income,IBRD,true,2020,7.757697582244873
HD.HCI.HLOS,Harmonized Test Scores,_T,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,SRB,Serbia,Harmonized Test Scores,Europe & Central Asia,Upper middle income,IBRD,true,2020,457.4534912109375
HD.HCI.LAYS.FE,Learning-Adjusted Years of School,F,_T,_T,_Z,HD.HCI.LAYS,NUMBER,NUMBER,Learning-Adjusted Years of School,SWZ,Eswatini,"Learning-Adjusted Years of School, Female",Sub-Saharan Africa,Lower middle income,Blend,true,2010,4.189257144927979
HD.HCI.HLOS,Harmonized Test Scores,_T,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,TGO,Togo,Harmonized Test Scores,Sub-Saharan Africa,Low income,IDA,true,2020,383.7178039550781
HD.HCI.LAYS,Learning-Adjusted Years of School,_T,_T,_T,_Z,HD.HCI.LAYS,NUMBER,NUMBER,Learning-Adjusted Years of School,TGO,Togo,Learning-Adjusted Years of School,Sub-Saharan Africa,Low income,IDA,true,2020,5.972738742828369
HD.HCI.LAYS.MA,Learning-Adjusted Years of School,M,_T,_T,_Z,HD.HCI.LAYS,NUMBER,NUMBER,Learning-Adjusted Years of School,TGO,Togo,"Learning-Adjusted Years of School, Male",Sub-Saharan Africa,Low income,IDA,true,2020,6.19413948059082
HD.HCI.HLOS,Harmonized Test Scores,_T,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,TLS,Timor-Leste,Harmonized Test Scores,East Asia & Pacific,Lower middle income,Blend,true,2020,371.4412536621094
HD.HCI.LAYS.MA,Learning-Adjusted Years of School,M,_T,_T,_Z,HD.HCI.LAYS,NUMBER,NUMBER,Learning-Adjusted Years of School,TLS,Timor-Leste,"Learning-Adjusted Years of School, Male",East Asia & Pacific,Lower middle income,Blend,true,2020,6.017502784729004
HD.HCI.HLOS,Harmonized Test Scores,_T,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,TON,Tonga,Harmonized Test Scores,East Asia & Pacific,Upper middle income,IDA,true,2020,385.956787109375
HD.HCI.LAYS.MA,Learning-Adjusted Years of School,M,_T,_T,_Z,HD.HCI.LAYS,NUMBER,NUMBER,Learning-Adjusted Years of School,TTO,Trinidad and Tobago,"Learning-Adjusted Years of School, Male",Latin America & Caribbean,High income,IBRD,true,2010,7.697932720184326
HD.HCI.HLOS,Harmonized Test Scores,_T,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,TUR,T�rkiye,Harmonized Test Scores,Europe & Central Asia,Upper middle income,IBRD,true,2020,477.962646484375
HD.HCI.HLOS.FE,Harmonized Test Scores,F,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,UKR,Ukraine,"Harmonized Test Scores, Female",Europe & Central Asia,Upper middle income,IBRD,true,2020,482.4337158203125
HD.HCI.HLOS,Harmonized Test Scores,_T,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,USA,United States,Harmonized Test Scores,North America,High income,,true,2020,511.7986755371094
UIS.SF.C.26548,,,,,,,,,,VEN,"Venezuela, RB","Asia: Students from Malaysia, both sexes (number)",Latin America & Caribbean,,IBRD,true,2008,0.0
HD.HCI.HLOS.FE,Harmonized Test Scores,F,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,VNM,Vietnam,"Harmonized Test Scores, Female",East Asia & Pacific,Lower middle income,IBRD,true,2020,524.15380859375
HD.HCI.HLOS.FE,Harmonized Test Scores,F,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,VUT,Vanuatu,"Harmonized Test Scores, Female",East Asia & Pacific,Lower middle income,IDA,true,2020,355.6548767089844
HD.HCI.HLOS.MA,Harmonized Test Scores,M,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,VUT,Vanuatu,"Harmonized Test Scores, Male",East Asia & Pacific,Lower middle income,IDA,true,2020,340.0162963867188
HD.HCI.HLOS.FE,Harmonized Test Scores,F,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,XKX,Kosovo,"Harmonized Test Scores, Female",Europe & Central Asia,Upper middle income,IDA,true,2020,377.994140625
UIS.SF.C.26548,,,,,,,,,,ALB,Albania,"Asia: Students from Malaysia, both sexes (number)",Europe & Central Asia,Upper middle income,IBRD,true,2022,0.0
HD.HCI.LAYS.FE,Learning-Adjusted Years of School,F,_T,_T,_Z,HD.HCI.LAYS,NUMBER,NUMBER,Learning-Adjusted Years of School,ARE,United Arab Emirates,"Learning-Adjusted Years of School, Female","Middle East, North Africa, Afghanistan & Pakistan",High income,,true,2020,9.76524543762207
HD.HCI.LAYS,Learning-Adjusted Years of School,_T,_T,_T,_Z,HD.HCI.LAYS,NUMBER,NUMBER,Learning-Adjusted Years of School,ARG,Argentina,Learning-Adjusted Years of School,Latin America & Caribbean,Upper middle income,IBRD,true,2020,8.411310195922852
HD.HCI.LAYS.MA,Learning-Adjusted Years of School,M,_T,_T,_Z,HD.HCI.LAYS,NUMBER,NUMBER,Learning-Adjusted Years of School,ARM,Armenia,"Learning-Adjusted Years of School, Male",Europe & Central Asia,Upper middle income,IBRD,true,2020,7.767737865447998
HD.HCI.HLOS,Harmonized Test Scores,_T,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,ATG,Antigua and Barbuda,Harmonized Test Scores,Latin America & Caribbean,High income,IBRD,true,2020,406.9974365234375
HD.HCI.LAYS.FE,Learning-Adjusted Years of School,F,_T,_T,_Z,HD.HCI.LAYS,NUMBER,NUMBER,Learning-Adjusted Years of School,ATG,Antigua and Barbuda,"Learning-Adjusted Years of School, Female",Latin America & Caribbean,High income,IBRD,true,2020,8.88182258605957
HD.HCI.HLOS.FE,Harmonized Test Scores,F,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,AUS,Australia,"Harmonized Test Scores, Female",East Asia & Pacific,High income,,true,2020,519.6480712890625
HD.HCI.HLOS.FE,Harmonized Test Scores,F,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,AUT,Austria,"Harmonized Test Scores, Female",Europe & Central Asia,High income,,true,2020,509.6305541992188
HD.HCI.HLOS.FE,Harmonized Test Scores,F,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,BDI,Burundi,"Harmonized Test Scores, Female",Sub-Saharan Africa,Low income,IDA,true,2020,432.2043762207031
HD.HCI.HLOS,Harmonized Test Scores,_T,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,BEL,Belgium,Harmonized Test Scores,Europe & Central Asia,High income,,true,2020,516.807861328125
HD.HCI.HLOS.MA,Harmonized Test Scores,M,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,BGR,Bulgaria,"Harmonized Test Scores, Male",Europe & Central Asia,High income,IBRD,true,2020,432.0115661621094
HD.HCI.LAYS.FE,Learning-Adjusted Years of School,F,_T,_T,_Z,HD.HCI.LAYS,NUMBER,NUMBER,Learning-Adjusted Years of School,BIH,Bosnia and Herzegovina,"Learning-Adjusted Years of School, Female",Europe & Central Asia,Upper middle income,IBRD,true,2020,7.937441349029541
HD.HCI.HLOS.FE,Harmonized Test Scores,F,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,BTN,Bhutan,"Harmonized Test Scores, Female",South Asia,Lower middle income,IDA,true,2020,370.2079772949219
HD.HCI.HLOS.MA,Harmonized Test Scores,M,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,CIV,C�te d�Ivoire,"Harmonized Test Scores, Male",Sub-Saharan Africa,Lower middle income,Blend,true,2020,374.9365234375
HD.HCI.HLOS.MA,Harmonized Test Scores,M,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,CRI,Costa Rica,"Harmonized Test Scores, Male",Latin America & Caribbean,High income,IBRD,true,2020,430.9234313964844
HD.HCI.LAYS.FE,Learning-Adjusted Years of School,F,_T,_T,_Z,HD.HCI.LAYS,NUMBER,NUMBER,Learning-Adjusted Years of School,CRI,Costa Rica,"Learning-Adjusted Years of School, Female",Latin America & Caribbean,High income,IBRD,true,2020,9.037064552307127
UIS.SF.C.26548,,,,,,,,,,CUB,Cuba,"Asia: Students from Malaysia, both sexes (number)",Latin America & Caribbean,Upper middle income,,true,2021,1.0
HD.HCI.HLOS.FE,Harmonized Test Scores,F,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,CZE,Czechia,"Harmonized Test Scores, Female",Europe & Central Asia,High income,,true,2020,517.5387573242188
HD.HCI.HLOS,Harmonized Test Scores,_T,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,DEU,Germany,Harmonized Test Scores,Europe & Central Asia,High income,,true,2020,517.2814331054688
HD.HCI.HLOS.FE,Harmonized Test Scores,F,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,DEU,Germany,"Harmonized Test Scores, Female",Europe & Central Asia,High income,,true,2020,520.798095703125
HD.HCI.LAYS.FE,Learning-Adjusted Years of School,F,_T,_T,_Z,HD.HCI.LAYS,NUMBER,NUMBER,Learning-Adjusted Years of School,DEU,Germany,"Learning-Adjusted Years of School, Female",Europe & Central Asia,High income,,true,2020,11.1196928024292
UIS.SF.C.26548,,,,,,,,,,DEU,Germany,"Asia: Students from Malaysia, both sexes (number)",Europe & Central Asia,High income,,true,2021,1275.0
UIS.SF.C.26548,,,,,,,,,,DJI,Djibouti,"Asia: Students from Malaysia, both sexes (number)","Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,IDA,true,2011,0.0
UIS.SF.C.26548,,,,,,,,,,FRA,France,"Asia: Students from Malaysia, both sexes (number)",Europe & Central Asia,High income,,true,2022,581.4005737304688
HD.HCI.HLOS.MA,Harmonized Test Scores,M,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,FSM,"Micronesia, Fed. Sts.","Harmonized Test Scores, Male",East Asia & Pacific,Lower middle income,IDA,true,2020,370.8382263183594
HD.HCI.LAYS.MA,Learning-Adjusted Years of School,M,_T,_T,_Z,HD.HCI.LAYS,NUMBER,NUMBER,Learning-Adjusted Years of School,FSM,"Micronesia, Fed. Sts.","Learning-Adjusted Years of School, Male",East Asia & Pacific,Lower middle income,IDA,true,2020,6.981709957122803
HD.HCI.LAYS,Learning-Adjusted Years of School,_T,_T,_T,_Z,HD.HCI.LAYS,NUMBER,NUMBER,Learning-Adjusted Years of School,GBR,United Kingdom,Learning-Adjusted Years of School,Europe & Central Asia,High income,,true,2020,11.53800582885742
HD.HCI.HLOS.MA,Harmonized Test Scores,M,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,GEO,Georgia,"Harmonized Test Scores, Male",Europe & Central Asia,Upper middle income,IBRD,true,2020,390.6624755859375
HD.HCI.LAYS.MA,Learning-Adjusted Years of School,M,_T,_T,_Z,HD.HCI.LAYS,NUMBER,NUMBER,Learning-Adjusted Years of School,GEO,Georgia,"Learning-Adjusted Years of School, Male",Europe & Central Asia,Upper middle income,IBRD,true,2020,7.988442420959473
HD.HCI.LAYS,Learning-Adjusted Years of School,_T,_T,_T,_Z,HD.HCI.LAYS,NUMBER,NUMBER,Learning-Adjusted Years of School,GHA,Ghana,Learning-Adjusted Years of School,Sub-Saharan Africa,Lower middle income,IDA,true,2020,5.958728313446045
HD.HCI.LAYS.MA,Learning-Adjusted Years of School,M,_T,_T,_Z,HD.HCI.LAYS,NUMBER,NUMBER,Learning-Adjusted Years of School,GMB,"Gambia, The","Learning-Adjusted Years of School, Male",Sub-Saharan Africa,Low income,IDA,true,2020,5.187218189239502
HD.HCI.HLOS.FE,Harmonized Test Scores,F,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,GRC,Greece,"Harmonized Test Scores, Female",Europe & Central Asia,High income,,true,2020,477.7095642089844
HD.HCI.LAYS,Learning-Adjusted Years of School,_T,_T,_T,_Z,HD.HCI.LAYS,NUMBER,NUMBER,Learning-Adjusted Years of School,GRC,Greece,Learning-Adjusted Years of School,Europe & Central Asia,High income,,true,2020,9.964250564575195
HD.HCI.LAYS,Learning-Adjusted Years of School,_T,_T,_T,_Z,HD.HCI.LAYS,NUMBER,NUMBER,Learning-Adjusted Years of School,GTM,Guatemala,Learning-Adjusted Years of School,Latin America & Caribbean,Upper middle income,IBRD,true,2020,6.297689914703369
HD.HCI.HLOS,Harmonized Test Scores,_T,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,HTI,Haiti,Harmonized Test Scores,Latin America & Caribbean,Lower middle income,IDA,true,2020,337.8153076171875
HD.HCI.HLOS.FE,Harmonized Test Scores,F,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,HTI,Haiti,"Harmonized Test Scores, Female",Latin America & Caribbean,Lower middle income,IDA,true,2020,342.3306579589844
HD.HCI.HLOS,Harmonized Test Scores,_T,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,IDN,Indonesia,Harmonized Test Scores,East Asia & Pacific,Upper middle income,IBRD,true,2020,394.9151000976563
HD.HCI.HLOS,Harmonized Test Scores,_T,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,IND,India,Harmonized Test Scores,South Asia,Lower middle income,IBRD,true,2020,399.0
UIS.SF.C.26548,,,,,,,,,,IRL,Ireland,"Asia: Students from Malaysia, both sexes (number)",Europe & Central Asia,High income,,true,2021,1000.0
HD.HCI.HLOS.MA,Harmonized Test Scores,M,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,IRN,"Iran, Islamic Rep.","Harmonized Test Scores, Male","Middle East, North Africa, Afghanistan & Pakistan",Upper middle income,IBRD,true,2020,419.6252136230469
HD.HCI.LAYS.MA,Learning-Adjusted Years of School,M,_T,_T,_Z,HD.HCI.LAYS,NUMBER,NUMBER,Learning-Adjusted Years of School,IRQ,Iraq,"Learning-Adjusted Years of School, Male","Middle East, North Africa, Afghanistan & Pakistan",Upper middle income,IBRD,true,2020,3.786038160324097
HD.HCI.LAYS.MA,Learning-Adjusted Years of School,M,_T,_T,_Z,HD.HCI.LAYS,NUMBER,NUMBER,Learning-Adjusted Years of School,ISL,Iceland,"Learning-Adjusted Years of School, Male",Europe & Central Asia,High income,,true,2020,10.43899059295654
HD.HCI.HLOS.MA,Harmonized Test Scores,M,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,JAM,Jamaica,"Harmonized Test Scores, Male",Latin America & Caribbean,Upper middle income,IBRD,true,2020,371.9668884277344
HD.HCI.LAYS.FE,Learning-Adjusted Years of School,F,_T,_T,_Z,HD.HCI.LAYS,NUMBER,NUMBER,Learning-Adjusted Years of School,JOR,Jordan,"Learning-Adjusted Years of School, Female","Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,IBRD,true,2020,8.101787567138672
HD.HCI.HLOS.FE,Harmonized Test Scores,F,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,JPN,Japan,"Harmonized Test Scores, Female",East Asia & Pacific,High income,,true,2020,538.84130859375
HD.HCI.LAYS,Learning-Adjusted Years of School,_T,_T,_T,_Z,HD.HCI.LAYS,NUMBER,NUMBER,Learning-Adjusted Years of School,KAZ,Kazakhstan,Learning-Adjusted Years of School,Europe & Central Asia,Upper middle income,IBRD,true,2020,9.127436637878418
UIS.SF.C.26548,,,,,,,,,,KNA,St. Kitts and Nevis,"Asia: Students from Malaysia, both sexes (number)",Latin America & Caribbean,High income,IBRD,true,2014,0.0
UIS.SF.C.26548,,,,,,,,,,MDA,Moldova,"Asia: Students from Malaysia, both sexes (number)",Europe & Central Asia,Upper middle income,IBRD,true,2022,1.0
HD.HCI.LAYS.MA,Learning-Adjusted Years of School,M,_T,_T,_Z,HD.HCI.LAYS,NUMBER,NUMBER,Learning-Adjusted Years of School,MEX,Mexico,"Learning-Adjusted Years of School, Male",Latin America & Caribbean,Upper middle income,IBRD,true,2020,8.760541915893555
HD.HCI.LAYS,Learning-Adjusted Years of School,_T,_T,_T,_Z,HD.HCI.LAYS,NUMBER,NUMBER,Learning-Adjusted Years of School,MHL,Marshall Islands,Learning-Adjusted Years of School,East Asia & Pacific,Upper middle income,IDA,true,2020,5.659488201141357
HD.HCI.HLOS.MA,Harmonized Test Scores,M,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,MKD,North Macedonia,"Harmonized Test Scores, Male",Europe & Central Asia,Upper middle income,IBRD,true,2020,401.0678405761719
HD.HCI.HLOS,Harmonized Test Scores,_T,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,MLT,Malta,Harmonized Test Scores,"Middle East, North Africa, Afghanistan & Pakistan",High income,,true,2020,474.4349975585938
HD.HCI.HLOS,Harmonized Test Scores,_T,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,MUS,Mauritius,Harmonized Test Scores,Sub-Saharan Africa,Upper middle income,IBRD,true,2020,472.7672119140625
HD.HCI.LAYS.MA,Learning-Adjusted Years of School,M,_T,_T,_Z,HD.HCI.LAYS,NUMBER,NUMBER,Learning-Adjusted Years of School,NAM,Namibia,"Learning-Adjusted Years of School, Male",Sub-Saharan Africa,Lower middle income,IBRD,true,2010,5.295408248901367
HD.HCI.LAYS.MA,Learning-Adjusted Years of School,M,_T,_T,_Z,HD.HCI.LAYS,NUMBER,NUMBER,Learning-Adjusted Years of School,NER,Niger,"Learning-Adjusted Years of School, Male",Sub-Saharan Africa,Low income,IDA,true,2020,2.916841506958008
HD.HCI.LAYS.MA,Learning-Adjusted Years of School,M,_T,_T,_Z,HD.HCI.LAYS,NUMBER,NUMBER,Learning-Adjusted Years of School,NOR,Norway,"Learning-Adjusted Years of School, Male",Europe & Central Asia,High income,,true,2020,10.99680233001709
UIS.SF.C.26548,,,,,,,,,,NOR,Norway,"Asia: Students from Malaysia, both sexes (number)",Europe & Central Asia,High income,,true,2021,25.0
HD.HCI.HLOS.FE,Harmonized Test Scores,F,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,OMN,Oman,"Harmonized Test Scores, Female","Middle East, North Africa, Afghanistan & Pakistan",High income,,true,2020,443.5085754394531
HD.HCI.HLOS.MA,Harmonized Test Scores,M,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,POL,Poland,"Harmonized Test Scores, Male",Europe & Central Asia,High income,IBRD,true,2020,524.8143920898438
HD.HCI.LAYS.MA,Learning-Adjusted Years of School,M,_T,_T,_Z,HD.HCI.LAYS,NUMBER,NUMBER,Learning-Adjusted Years of School,PRT,Portugal,"Learning-Adjusted Years of School, Male",Europe & Central Asia,High income,,true,2020,11.3317756652832
HD.HCI.HLOS.FE,Harmonized Test Scores,F,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,PRY,Paraguay,"Harmonized Test Scores, Female",Latin America & Caribbean,Upper middle income,IBRD,true,2020,382.82666015625
HD.HCI.LAYS,Learning-Adjusted Years of School,_T,_T,_T,_Z,HD.HCI.LAYS,NUMBER,NUMBER,Learning-Adjusted Years of School,RUS,Russian Federation,Learning-Adjusted Years of School,Europe & Central Asia,High income,IBRD,true,2020,10.89808654785156
HD.HCI.HLOS,Harmonized Test Scores,_T,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,RWA,Rwanda,Harmonized Test Scores,Sub-Saharan Africa,Low income,IDA,true,2020,358.083984375
HD.HCI.LAYS.FE,Learning-Adjusted Years of School,F,_T,_T,_Z,HD.HCI.LAYS,NUMBER,NUMBER,Learning-Adjusted Years of School,SLB,Solomon Islands,"Learning-Adjusted Years of School, Female",East Asia & Pacific,Lower middle income,IDA,true,2020,4.923689842224121
HD.HCI.LAYS,Learning-Adjusted Years of School,_T,_T,_T,_Z,HD.HCI.LAYS,NUMBER,NUMBER,Learning-Adjusted Years of School,SWE,Sweden,Learning-Adjusted Years of School,Europe & Central Asia,High income,,true,2020,11.5808744430542
HD.HCI.LAYS,Learning-Adjusted Years of School,_T,_T,_T,_Z,HD.HCI.LAYS,NUMBER,NUMBER,Learning-Adjusted Years of School,THA,Thailand,Learning-Adjusted Years of School,East Asia & Pacific,Upper middle income,IBRD,true,2020,8.683090209960938
HD.HCI.LAYS,Learning-Adjusted Years of School,_T,_T,_T,_Z,HD.HCI.LAYS,NUMBER,NUMBER,Learning-Adjusted Years of School,TUV,Tuvalu,Learning-Adjusted Years of School,East Asia & Pacific,Upper middle income,IDA,true,2020,5.997783660888672
UIS.SF.C.26548,,,,,,,,,,UKR,Ukraine,"Asia: Students from Malaysia, both sexes (number)",Europe & Central Asia,Upper middle income,IBRD,true,2021,1.0
HD.HCI.LAYS.FE,Learning-Adjusted Years of School,F,_T,_T,_Z,HD.HCI.LAYS,NUMBER,NUMBER,Learning-Adjusted Years of School,USA,United States,"Learning-Adjusted Years of School, Female",North America,High income,,true,2020,10.64171695709229
HD.HCI.HLOS,Harmonized Test Scores,_T,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,VCT,St. Vincent and the Grenadines,Harmonized Test Scores,Latin America & Caribbean,Upper middle income,Blend,true,2020,391.3927001953125
HD.HCI.HLOS,Harmonized Test Scores,_T,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,VNM,Vietnam,Harmonized Test Scores,East Asia & Pacific,Lower middle income,IBRD,true,2020,519.1002807617188
HD.HCI.LAYS,Learning-Adjusted Years of School,_T,_T,_T,_Z,HD.HCI.LAYS,NUMBER,NUMBER,Learning-Adjusted Years of School,VUT,Vanuatu,Learning-Adjusted Years of School,East Asia & Pacific,Lower middle income,IDA,true,2020,5.624258518218994
HD.HCI.HLOS.MA,Harmonized Test Scores,M,_T,_T,_Z,HD.HCI.HLOS,NUMBER,NUMBER,Harmonized Test Scores,AFG,Afghanistan,"Harmonized Test Scores, Male","Middle East, North Africa, Afghanistan & Pakistan",Low income,IDA,true,2020,357.7947387695313
UIS.SF.C.26548,,,,,,,,,,AZE,Azerbaijan,"Asia: Students from Malaysia, both sexes (number)",Europe & Central Asia,Upper middle income,IBRD,true,2022,0.0
